ID,Effect,Estimate,StdErrPred,DF,tValue,Probt,Alpha,Lower,Upper
121,z,-0.00869682,1.1575484876,1520,-0.007513136,0.9940064267,0.05,-2.279258172,2.2618645327
122,z,-0.084153689,1.0975047606,1520,-0.076677288,0.938890364,0.05,-2.236937715,2.0686303376
123,z,-0.002525812,1.1629585872,1520,-0.002171885,0.9982673728,0.05,-2.283699215,2.2786475907
124,z,-0.022778195,1.1454844316,1520,-0.019885207,0.9841375557,0.05,-2.269675589,2.2241191988
125,z,-0.004661661,1.1610748919,1520,-0.004014953,0.9967970662,0.05,-2.282140147,2.2728168244
126,z,-0.005559862,1.1602862496,1520,-0.004791802,0.9961773389,0.05,-2.281491405,2.270371682
127,z,-0.010309137,1.1561501989,1520,-0.00891678,0.9928867031,0.05,-2.27812771,2.2575094356
128,z,-0.003496846,1.162102459,1520,-0.003009069,0.9975995088,0.05,-2.282990932,2.2759972389
129,z,-0.002222751,1.1632263695,1520,-0.00191085,0.9984756142,0.05,-2.283921416,2.2794759141
130,z,-0.001354776,1.1639940993,1520,-0.001163903,0.9990714927,0.05,-2.284559363,2.2818498107
131,z,-0.002320729,1.1631382531,1520,-0.00199523,0.9984082993,0.05,-2.283846551,2.2792050935
132,z,-0.00690512,1.1591076551,1520,-0.005957273,0.9952475939,0.05,-2.28052482,2.2667145794
133,z,-0.027279909,1.1417569191,1520,-0.023892922,0.9809411561,0.05,-2.266865691,2.2123058725
134,z,-0.012238645,1.1544773384,1520,-0.010601026,0.9915431543,0.05,-2.276775858,2.2522985689
135,z,-0.002204558,1.1632413745,1520,-0.001895185,0.9984881108,0.05,-2.283932655,2.27952354
136,z,-0.003196725,1.1623668163,1520,-0.002750186,0.9978060328,0.05,-2.283209354,2.2768159043
137,z,-0.018418218,1.1491768106,1520,-0.016027314,0.9872147045,0.05,-2.272558309,2.2357218735
138,z,-0.002017391,1.1634068872,1520,-0.001734037,0.9986166666,0.05,-2.284070146,2.280035364
139,z,-0.008130075,1.1580538956,1520,-0.007020464,0.9943994477,0.05,-2.279682799,2.2634226481
140,z,-0.002774195,1.162737494,1520,-0.002385917,0.9980966287,0.05,-2.283513918,2.2779655279
141,z,-0.015274597,1.1518654286,1520,-0.013260748,0.9894215044,0.05,-2.274688482,2.2441392881
142,z,-0.03860503,1.1329792707,1520,-0.034073907,0.9728226898,0.05,-2.260973227,2.1837631672
143,z,-0.004592987,1.1611394752,1520,-0.003955586,0.9968444264,0.05,-2.282198155,2.2730121809
144,z,-0.004378138,1.1613236684,1520,-0.003769955,0.9969925126,0.05,-2.282344606,2.2735883289
145,z,-0.002801578,1.1627152401,1520,-0.002409513,0.9980778048,0.05,-2.283497649,2.2778944938
146,z,-0.000288653,1.1649405065,1520,-0.000247784,0.9998023295,0.05,-2.285349643,2.2847723357
147,z,-0.000418665,1.1648248718,1520,-0.000359423,0.9997132688,0.05,-2.285252834,2.2844155034
148,z,-0.001644924,1.1637374305,1520,-0.001413484,0.998872389,0.05,-2.284346048,2.2810562004
149,z,-0.00250865,1.162973136,1520,-0.0021571,0.9982791673,0.05,-2.283710591,2.2786932911
150,z,-0.029965966,1.139572585,1520,-0.026295794,0.979024861,0.05,-2.26526712,2.2053351872
151,z,-0.000670294,1.1646012086,1520,-0.000575557,0.9995408475,0.05,-2.285065742,2.2837251529
152,z,-0.006604218,1.1593772464,1520,-0.00569635,0.9954557427,0.05,-2.280752728,2.2675442921
153,z,-0.000022767,1.1651771573,1520,-0.00001954,0.9999844137,0.05,-2.285547953,2.2855024184
154,z,-0.000258335,1.1649674831,1520,-0.000221753,0.9998230955,0.05,-2.28537224,2.2848555689
155,z,-0.001907718,1.1635048599,1520,-0.001639631,0.9986919797,0.05,-2.284152649,2.2803372128
156,z,-0.000136693,1.1650757395,1520,-0.000117326,0.9999064027,0.05,-2.285462945,2.2851895588
157,z,-0.001753366,1.1636407195,1520,-0.001506793,0.998797951,0.05,-2.284264789,2.2807580571
158,z,-0.003233896,1.1623350941,1520,-0.002782241,0.9977804609,0.05,-2.283184301,2.276716509
159,z,-0.000929826,1.16437102,1520,-0.000798565,0.999362942,0.05,-2.284873753,2.2830141003
160,z,-0.006924699,1.1590931201,1520,-0.005974239,0.9952340593,0.05,-2.280515888,2.26666649
161,z,-0.013393307,1.1534910899,1520,-0.011611106,0.9907374098,0.05,-2.275995969,2.2492093546
162,z,-0.006023166,1.159879069,1520,-0.005192926,0.9958573445,0.05,-2.281156015,2.269109682
163,z,-0.033693247,1.1364287327,1520,-0.029648359,0.9763513896,0.05,-2.262827653,2.1954411589
164,z,-0.026560573,1.1424480235,1520,-0.023248824,0.9814548445,0.05,-2.267501974,2.2143808275
165,z,-0.001409706,1.1639454633,1520,-0.001211144,0.9990338061,0.05,-2.284518892,2.2816994805
166,z,-0.007430159,1.1586534519,1520,-0.006412754,0.9948842395,0.05,-2.280158928,2.2652986095
167,z,-0.009097699,1.1572133996,1520,-0.00786173,0.9937283432,0.05,-2.279001768,2.2608063693
168,z,-0.008209079,1.1579717305,1520,-0.007089188,0.9943446239,0.05,-2.279600634,2.263182475
169,z,-0.000614046,1.164651155,1520,-0.000527236,0.9995793956,0.05,-2.285107465,2.2838793723
170,z,-0.023299731,1.1450538484,1520,-0.020348153,0.9837683139,0.05,-2.269352525,2.2227530631
171,z,-0.004780035,1.1609760213,1520,-0.004117256,0.9967154546,0.05,-2.282064584,2.2725045133
172,z,-0.01133036,1.1552646443,1520,-0.009807588,0.9921760892,0.05,-2.277411895,2.2547511747
173,z,-0.062175257,1.1139775269,1520,-0.055813745,0.9554975205,0.05,-2.247271041,2.1229205265
174,z,-0.120612747,1.072951322,1520,-0.112412133,0.9105114787,0.05,-2.225234567,1.9840090735
175,z,-0.04953105,1.1241606168,1520,-0.044060474,0.9648619865,0.05,-2.254601228,2.1555391289
176,z,-0.039114578,1.1323087758,1520,-0.034544092,0.9724478187,0.05,-2.260167582,2.1819384254
177,z,-0.028289976,1.1408817629,1520,-0.024796589,0.9802204668,0.05,-2.266159116,2.2095791643
178,z,-0.003979261,1.1616777862,1520,-0.003425443,0.9972673465,0.05,-2.28264034,2.2746818172
179,z,-0.017558252,1.1499078098,1520,-0.01526927,0.9878193628,0.05,-2.273132217,2.2380157125
180,z,-0.011475888,1.1551363683,1520,-0.009934661,0.9920747213,0.05,-2.277305806,2.2543540294
181,z,-0.011608157,1.1550223248,1520,-0.010050158,0.9919825879,0.05,-2.277214376,2.2539980617
182,z,-0.002955365,1.1625779492,1520,-0.002542079,0.99797205,0.05,-2.283382137,2.2774714063
183,z,-0.029562785,1.1398738883,1520,-0.025935137,0.9793124786,0.05,-2.265454953,2.2063293826
184,z,-0.014226942,1.1527761238,1520,-0.012341462,0.9901548077,0.05,-2.27542718,2.2469732948
185,z,-0.007744713,1.1583783683,1520,-0.006685823,0.9946664021,0.05,-2.279933898,2.2644444722
186,z,-0.014600412,1.1524411184,1520,-0.012669117,0.9898934399,0.05,-2.275143527,2.2459427036
187,z,-0.001800711,1.1635985873,1520,-0.001547537,0.998765448,0.05,-2.284229491,2.2806280682
188,z,-0.021360981,1.146680109,1520,-0.018628544,0.9851398766,0.05,-2.270603727,2.227881765
189,z,-0.008014645,1.1581411971,1520,-0.006920266,0.9944793789,0.05,-2.279738612,2.2637093226
190,z,-0.012513272,1.1542744886,1520,-0.010840811,0.9913518762,0.05,-2.27665259,2.2516260468
191,z,-0.084106883,1.0984830191,1520,-0.076566393,0.9389785712,0.05,-2.238809788,2.0705960227
192,z,-0.009204668,1.1571238082,1520,-0.007954783,0.9936541126,0.05,-2.278933001,2.2605236644
193,z,-0.010651074,1.155844562,1520,-0.009214971,0.9926488303,0.05,-2.277870132,2.2565679842
194,z,1.6510662898,1.5115087581,1520,1.0923299524,0.2748611982,0.05,-1.313797305,4.6159298846
195,z,-0.007232842,1.1588213828,1520,-0.00624155,0.9950208148,0.05,-2.280291011,2.2658253276
196,z,-0.008837376,1.1574416991,1520,-0.007635266,0.993909,0.05,-2.27918926,2.2615145084
197,z,-0.068282055,1.1091706194,1520,-0.061561363,0.95092024,0.05,-2.243948965,2.1073848555
198,z,-0.002950252,1.1625821722,1520,-0.002537671,0.9979755663,0.05,-2.283385307,2.2774848036
199,z,-0.014155741,1.1528305955,1520,-0.012279116,0.9902045402,0.05,-2.275462826,2.2471513437
200,z,-0.000081721,1.1651246665,1520,-0.000070139,0.9999440462,0.05,-2.285503945,2.2853405024
201,z,-0.018618084,1.14906231,1520,-0.01620285,0.9870746884,0.05,-2.272533579,2.2352974111
202,z,-0.009233283,1.1570959413,1520,-0.007979704,0.993634232,0.05,-2.278906954,2.260440388
203,z,-0.003678497,1.1619400838,1520,-0.003165823,0.9974744581,0.05,-2.282854079,2.2754970852
204,z,-0.032821505,1.1371378871,1520,-0.028863259,0.9769774378,0.05,-2.263346936,2.1977039258
205,z,-0.050529216,1.1229387334,1520,-0.044997304,0.9641153681,0.05,-2.253202639,2.1521442067
206,z,-0.002886488,1.1626385322,1520,-0.002482705,0.998019416,0.05,-2.283432095,2.2776591187
207,z,-0.003249808,1.1623200485,1520,-0.002795967,0.9977695113,0.05,-2.283170701,2.2766710849
208,z,-0.015727863,1.151478113,1520,-0.013658846,0.9891039487,0.05,-2.274382018,2.2429262927
209,z,1.1324143309,1.0874953827,1520,1.0413049553,0.2978996331,0.05,-1.000736041,3.2655647029
210,z,-0.017895673,1.1496656178,1520,-0.015565981,0.9875826885,0.05,-2.272994572,2.2372032259
211,z,-0.006382671,1.1595679772,1520,-0.005504353,0.9956089063,0.05,-2.280905305,2.2681399623
212,z,-0.003726265,1.1618977195,1520,-0.003207051,0.997441569,0.05,-2.282818748,2.2753662185
213,z,-0.034352195,1.1359026949,1520,-0.030242198,0.9758778648,0.05,-2.262454764,2.1937503747
214,z,-0.001164905,1.1641624767,1520,-0.001000638,0.9992017377,0.05,-2.284699769,2.2823699581
215,z,-0.005122443,1.1606702441,1520,-0.004413349,0.9964792476,0.05,-2.281807201,2.2715623159
216,z,-0.12894255,1.0671746149,1520,-0.120826103,0.9038447434,0.05,-2.22223321,1.9643481092
217,z,-0.003779303,1.1618542336,1520,-0.00325282,0.9974050566,0.05,-2.282786487,2.2752278822
218,z,-0.002181931,1.1632621916,1520,-0.0018757,0.9985036551,0.05,-2.283950862,2.2795870003
219,z,-0.004702785,1.1610391311,1520,-0.004050496,0.9967687119,0.05,-2.282111125,2.2727055554
220,z,-0.00568252,1.1601861574,1520,-0.004897938,0.9960926689,0.05,-2.28141773,2.2700526897
221,z,-0.000211379,1.1650092781,1520,-0.00018144,0.9998552559,0.05,-2.285407265,2.2849845075
222,z,-0.000708964,1.1645668693,1520,-0.000608779,0.9995143442,0.05,-2.285037054,2.2836191255
223,z,-0.004437926,1.161271026,1520,-0.003821611,0.9969513043,0.05,-2.282301134,2.2734252814
224,z,-0.000028782,1.1651718019,1520,-0.000024702,0.9999802935,0.05,-2.285543463,2.2854858993
225,z,-0.004495046,1.1612222234,1520,-0.003870961,0.9969119359,0.05,-2.282262526,2.2732724349
226,z,-0.007660772,1.1584504861,1520,-0.006612947,0.9947245376,0.05,-2.279991418,2.2646698738
227,z,-0.000035374,1.165165932,1520,-0.000030359,0.9999757802,0.05,-2.285538541,2.2854677934
228,z,-0.000021039,1.1651786963,1520,-0.000018057,0.9999855955,0.05,-2.285549244,2.2855071653
229,z,-0.007113864,1.1589257834,1520,-0.006138325,0.9951031611,0.05,-2.280376817,2.2661490902
230,z,-0.000013493,1.1651854157,1520,-0.00001158,0.9999907598,0.05,-2.285554878,2.2855278915
231,z,-0.000802166,1.1644840398,1520,-0.00068886,0.9994504597,0.05,-2.284967784,2.2833634514
232,z,-0.000024366,1.1651757337,1520,-0.000020912,0.9999833187,0.05,-2.285546759,2.2854980271
233,z,-0.002530021,1.1629545527,1520,-0.002175512,0.9982644797,0.05,-2.28369551,2.278635468
234,z,-0.014413684,1.1526050179,1520,-0.012505311,0.9900241065,0.05,-2.275278293,2.2464509241
235,z,-0.002289522,1.1631662032,1520,-0.001968353,0.9984297409,0.05,-2.283870169,2.2792911255
236,z,-0.01863496,1.1489986908,1520,-0.016218434,0.9870622573,0.05,-2.272425664,2.2351557445
237,z,-0.004093384,1.1615744255,1520,-0.003523996,0.997188726,0.05,-2.282551718,2.2743649499
238,z,-0.000044598,1.1651577181,1520,-0.000038277,0.9999694645,0.05,-2.285531654,2.2854424568
239,z,-0.000051631,1.1651514566,1520,-0.000044313,0.9999646494,0.05,-2.285526405,2.2854231419
240,z,-0.006441963,1.1595139517,1520,-0.005555744,0.9955679094,0.05,-2.280858624,2.2679746984
241,z,-0.103900773,1.0838436411,1520,-0.095863249,0.9236418196,0.05,-2.229888159,2.0220866133
242,z,-0.003056846,1.1624882791,1520,-0.002629572,0.9979022529,0.05,-2.283307728,2.2771940352
243,z,-0.005188216,1.1606122738,1520,-0.004470241,0.9964338623,0.05,-2.281759265,2.271382832
244,z,-0.110143767,1.079123199,1520,-0.102067834,0.9187162953,0.05,-2.226871884,2.0065843497
245,z,-0.000019551,1.1651800216,1520,-0.000016779,0.9999866158,0.05,-2.285550355,2.2855112536
246,z,-0.057226834,1.1184281355,1520,-0.051167198,0.9591990124,0.05,-2.251052602,2.1365989337
247,z,-0.02134102,1.1467181709,1520,-0.018610518,0.9851542543,0.05,-2.270658425,2.2279763859
248,z,-0.024228634,1.1442763364,1520,-0.021173761,0.983109824,0.05,-2.268756318,2.2202990498
249,z,-0.025855134,1.1429531855,1520,-0.022621341,0.9819552898,0.05,-2.267787423,2.2160771556
250,z,-0.006183355,1.1597392446,1520,-0.005331677,0.9957466567,0.05,-2.281041935,2.2686752236
251,z,-0.003934117,1.1617148785,1520,-0.003386473,0.9972984346,0.05,-2.282667953,2.2747997194
252,z,-0.013208951,1.1536423337,1520,-0.01144978,0.9908660996,0.05,-2.276108281,2.2496903798
253,z,2.0480463928,2.2534370319,1520,0.9088545026,0.3635710119,0.05,-2.372128736,6.4682215211
254,z,-0.015455893,1.1517916382,1520,-0.013419001,0.9892952684,0.05,-2.274725037,2.2438132497
255,z,-0.016270106,1.1510139496,1520,-0.014135455,0.988723769,0.05,-2.274013793,2.2414735805
256,z,-0.002718979,1.1627880431,1520,-0.002338327,0.9981345933,0.05,-2.283557855,2.2781198975
257,z,-0.002428143,1.1630447972,1520,-0.002087746,0.9983344946,0.05,-2.283770649,2.2789143637
258,z,-0.000025384,1.1651748276,1520,-0.000021785,0.9999826219,0.05,-2.285546,2.2854952321
259,z,-0.00391501,1.1617323247,1520,-0.003369976,0.9973115955,0.05,-2.282683067,2.2748530473
260,z,-0.00216045,1.1632811898,1520,-0.001857204,0.9985184102,0.05,-2.283966647,2.279645746
261,z,-0.018489334,1.1491776494,1520,-0.016089187,0.9871653517,0.05,-2.27263107,2.2356524027
262,z,-0.010204369,1.1562559544,1520,-0.008825355,0.9929596351,0.05,-2.278230384,2.2578216458
263,z,-0.00230927,1.1631486449,1520,-0.001985361,0.9984161728,0.05,-2.283855476,2.2792369363
264,z,-0.007142716,1.1589028923,1520,-0.006163343,0.9950832039,0.05,-2.280360768,2.2660753366
